sentence_id,sentence,code_switch,all_aspects,all_opinions,valence_scores,arousal_scores
498,jammuandkashmir k bare me badi tilmilati aavaz me bolte he zara bagal me b jank liya karo tumhare apne log kya keh rahe hme puchhna chahta hu inhi log ne pakistan zindabad k nare lagaye hote aap kya karte jitna aapka he ussr kayi zyada ye desh hamara he,jammuandkashmir:HI k:HI bare:HI me:HI badi:HI tilmilati:HI aavaz:HI me:HI bolte:HI he:HI zara:HI bagal:HI me:HI b:EN jank:EN liya:HI karo:HI tumhare:HI apne:HI log:HI kya:HI keh:HI rahe:HI hme:HI puchhna:HI chahta:HI hu:HI inhi:HI log:HI ne:HI pakistan:EN zindabad:HI k:HI nare:EN lagaye:HI hote:HI aap:HI kya:HI karte:HI jitna:HI aapka:HI he:HI ussr:EN kayi:HI zyada:HI ye:HI desh:HI hamara:HI he:HI,{jammuandkashmir},{badi tilmilati aavaz me bolte he zara bagal me b jank liya karo},{0.528},{0.625}
499,a galti karne ke baad har koi aise kehta hain s mein sab jaise nahi hoon samji a hanji fd naa ji na shaurya sabherwal kisi jesa hai na anokhi bhalla ke jesa koi hai bus lage raho apne me duniya se bekhabar shauryaauranokhikikahani fansdemandsaakks2,a:EN galti:HI karne:HI ke:HI baad:HI har:HI koi:HI aise:HI kehta:HI hain:HI s:EN mein:HI sab:HI jaise:HI nahi:HI hoon:HI samji:HI a:EN hanji:HI fd:EN naa:HI ji:HI na:HI shaurya:HI sabherwal:HI kisi:HI jesa:HI hai:HI na:HI anokhi:HI bhalla:HI ke:HI jesa:HI koi:HI hai:HI bus:EN lage:HI raho:HI apne:HI me:HI duniya:HI se:HI bekhabar:HI shauryaauranokhikikahani:HI fansdemandsaakks2:HI,{kahaani},{shauryaauranokhikikahani},{0.500},{0.400}
500,qureshi1 hug srf apne shohor ko karo baki koi dukh batna hai tw allah se se bato woh dil halka nanoseconds s3 bhi jldi krta hai,qureshi1:HI hug:EN srf:EN apne:HI shohor:HI ko:HI karo:HI baki:HI koi:HI dukh:HI batna:HI hai:HI tw:HI allah:HI se:HI se:HI bato:HI woh:HI dil:HI halka:HI nanoseconds:EN s3:EN bhi:HI jldi:HI krta:HI hai:HI,{dukh},{allah se se bato woh dil halka nanoseconds s3 bhi jldi krta hai},{0.850},{0.700}
501,or kh skte h apne bistar or hi h,or:EN kh:EN skte:HI h:EN apne:HI bistar:HI or:EN hi:HI h:EN,{bistar},{or kh skte h apne bistar or hi h},{0.667},{0.548}
502,r shukla jealous devta k jealous fans bilkul apne idol ki tarah inko dusro ki tareefon mei khud ki burayi dikhti hai,r:EN shukla:HI jealous:EN devta:HI k:HI jealous:EN fans:EN bilkul:HI apne:HI idol:EN ki:HI tarah:HI inko:HI dusro:HI ki:HI tareefon:HI mei:HI khud:HI ki:HI burayi:HI dikhti:HI hai:HI,{fans},{jealous devta k jealous fans bilkul apne idol ki tarah inko dusro ki tareefon mei khud ki burayi dikhti hai},{0.222},{0.794}
503,ashnoor haaa ashy ko bolo dude ke saath live aaye apne account pe,ashnoor:EN haaa:HI ashy:EN ko:HI bolo:HI dude:EN ke:HI saath:HI live:EN aaye:HI apne:HI account:EN pe:HI,{live},{dude ke saath live aaye apne account pe},{0.695},{0.504}
504,sabka talent aek jaisa nahi hai but ham apne banaye raste pe chalenge to definitely aek din kamyaab banenge,sabka:HI talent:EN aek:EN jaisa:HI nahi:HI hai:HI but:EN ham:HI apne:HI banaye:HI raste:HI pe:HI chalenge:HI to:HI definitely:EN aek:EN din:HI kamyaab:HI banenge:HI,{talent; raste},{aek jaisa nahi hai; apne banaye raste pe chalenge to definitely aek din kamyaab banenge},{0.500; 0.673},{0.300; 0.611}
505,aap ki bjp to ye bol rahi hai ki oxygen se koi mara hi nahi unko kya pat bo apne ghar mai bethe the jo mare hi unse pucho,aap:HI ki:HI bjp:EN to:HI ye:HI bol:HI rahi:HI hai:HI ki:HI oxygen:EN se:HI koi:HI mara:HI hi:HI nahi:HI unko:HI kya:HI pat:EN bo:EN apne:HI ghar:HI mai:HI bethe:HI the:HI jo:HI mare:HI hi:HI unse:HI pucho:HI,{bjp},{ye bol rahi hai ki oxygen se koi mara hi nahi unko kya pat bo apne ghar mai bethe the jo mare hi unse pucho},{0.379},{0.660}
506,hafeez ye jo mulk loot k bahir bhaag jatay hain or waha lavish life live ker ruhay hotay hain in ki sub se buri give away jo in ko expose ker daiti adut pata ha kia hoti self righteousness or ye us main itna indulged hotay hain k phir in ko hur bunda hi ghulat lugta apne siwa,hafeez:EN ye:HI jo:HI mulk:HI loot:EN k:HI bahir:HI bhaag:HI jatay:HI hain:HI or:EN waha:HI lavish:EN life:EN live:EN ker:HI ruhay:HI hotay:HI hain:HI in:EN ki:HI sub:EN se:HI buri:HI give:EN away:EN jo:HI in:EN ko:HI expose:EN ker:HI daiti:HI adut:HI pata:HI ha:HI kia:HI hoti:HI self:EN righteousness:EN or:EN ye:HI us:HI main:HI itna:HI indulged:EN hotay:HI hain:HI k:HI phir:HI in:EN ko:HI hur:HI bunda:EN hi:HI ghulat:HI lugta:HI apne:HI siwa:HI,{self righteousness},{itna indulged hotay hain k phir in ko hur bunda hi ghulat lugta apne siwa},{0.442},{0.773}
507,apne ex jamaatiyoon ki army lejao 21 saal ka result 0 lekin bhai ko ladai chaheay,apne:HI ex:EN jamaatiyoon:HI ki:HI army:EN lejao:HI 21:EN saal:HI ka:HI result:EN 0:EN lekin:HI bhai:HI ko:HI ladai:HI chaheay:HI,{result; bhai},{21 saal ka result 0; bhai ko ladai chaheay},{0.431; 0.200},{0.570; 0.750}
508,monica so kholo sab log apne kaan aur suno saara gyan wo bhi monica ki zubaan qnki confidence ho gaya sunsaan dekhke aasman bharlo udaan ab jyada ho raha,monica:EN so:EN kholo:HI sab:HI log:HI apne:HI kaan:HI aur:HI suno:HI saara:HI gyan:HI wo:HI bhi:HI monica:EN ki:HI zubaan:HI qnki:HI confidence:EN ho:HI gaya:HI sunsaan:HI dekhke:HI aasman:HI bharlo:HI udaan:HI ab:HI jyada:HI ho:HI raha:HI,{zubaan; confidence},{kaanan aur suno saara gyan wo bhi monica ki zubaan; confidence ho gaya sunsaan},{0.150; 0.529},{0.750; 0.463}
509,sir app hokomat se apne leye financial support ka motaleba kare,sir:HI app:EN hokomat:HI se:HI apne:HI leye:HI financial:EN support:EN ka:HI motaleba:HI kare:HI,{financial support},{hokomat से apne leye ... ka motaleba kare},{0.500},{0.550}
510,modi ji yogi ji janata ko kya samajh rakha hai janata ko apne nahin hai 2022 5 5,modi:HI ji:HI yogi:HI ji:HI janata:HI ko:HI kya:HI samajh:HI rakha:HI hai:HI janata:HI ko:HI apne:HI nahin:HI hai:HI 2022:EN 5:EN 5:EN,{modi ji; yogi ji},{janata ko kya samajh rakha hai janata ko apne nahin hai; janata ko kya samajh rakha hai janata ko apne nahin hai},{0.100; 0.100},{0.750; 0.750}
511,cricket bhai ek baat clear kar dun tum rohit ke fan hoge isliye negtv baat kar rhe ho main team india ka fan hoon mere liye virat rohit sekhar kl bhubi jasprit sab ek saman hai tum apna logic apne pass rkhna,cricket:EN bhai:HI ek:HI baat:HI clear:EN kar:HI dun:HI tum:HI rohit:HI ke:HI fan:EN hoge:HI isliye:HI negtv:HI baat:HI kar:HI rhe:HI ho:HI main:EN team:EN india:EN ka:HI fan:EN hoon:HI mere:HI liye:HI virat:HI rohit:HI sekhar:HI kl:EN bhubi:HI jasprit:HI sab:HI ek:HI saman:HI hai:HI tum:HI apna:HI logic:EN apne:HI pass:EN rkhna:HI,{rohit; virat},{rohit ke fan hoge isliye negtv baat kar rhe ho; mere liye virat rohit sekhar kl bhubi jasprit sab ek saman hai},{0.616; 0.498},{0.490; 0.310}
512,please ek cheez khatam hone do ache se phir dusri cheez ko pakadte hain mails pe poora dyaan dainge bs ek baar apne 1m wala target poora hojaye fansdemandsaakks2 shauryaauranokhikikahani,please:EN ek:HI cheez:HI khatam:HI hone:HI do:HI ache:HI se:HI phir:HI dusri:HI cheez:HI ko:HI pakadte:HI hain:HI mails:EN pe:HI poora:HI dyaan:HI dainge:HI bs:EN ek:HI baar:HI apne:HI 1m:EN wala:HI target:EN poora:HI hojaye:HI fansdemandsaakks2:HI shauryaauranokhikikahani:HI,{kahaani},{ek baar apne 1m wala target poora hojaye},{0.617},{0.536}
513,khan apne mulk ko pahle dakho baki bad me sochna khane ko roti nahi nikla kasmir lane,khan:EN apne:HI mulk:HI ko:HI pahle:HI dakho:HI baki:HI bad:EN me:HI sochna:HI khane:HI ko:HI roti:HI nahi:HI nikla:HI kasmir:EN lane:EN,{mulk; roti; kasmir},{apne mulk ko pahle dakho baki bad me sochna; khane ko roti nahi; nikla kasmir lane},{0.163; 0.100; 0.150},{0.662; 0.650; 0.800}
514,someone you are a dog me sachi apne meri mammi ki mun ki baat cheen li,someone:EN you:EN are:EN a:EN dog:EN me:HI sachi:HI apne:HI meri:HI mammi:HI ki:HI mun:HI ki:HI baat:HI cheen:HI li:HI,{dog},{you are a dog},{0.351},{0.600}
515,fateh apne apko rokta hai tejo se pyar krne ko mtlb wo door rehna chahta hai q k usse yeh lagta hai wo jasmine se pyar krta hai aj k epsiode me ek bt achi lagi jasmine tejo ko sab such btana chahti hai per fateh ko dono k sath kehna hai bhai udaariyaan fatejo,fateh:HI apne:HI apko:HI rokta:HI hai:HI tejo:EN se:HI pyar:HI krne:HI ko:HI mtlb:HI wo:HI door:EN rehna:HI chahta:HI hai:HI q:EN k:HI usse:HI yeh:HI lagta:HI hai:HI wo:HI jasmine:EN se:HI pyar:HI krta:HI hai:HI aj:HI k:HI epsiode:HI me:HI ek:HI bt:HI achi:HI lagi:HI jasmine:EN tejo:EN ko:HI sab:HI such:EN btana:HI chahti:HI hai:HI per:HI fateh:HI ko:HI dono:HI k:HI sath:HI kehna:HI hai:HI bhai:HI udaariyaan:HI fatejo:HI,{episode},{aj k epsiode me ek bt achi lagi},{0.700},{0.400}
516,chopra1 hindustan tume apne photo daalne se matlab hai reporter ho ya selfi master,chopra1:HI hindustan:HI tume:HI apne:HI photo:EN daalne:HI se:HI matlab:HI hai:HI reporter:EN ho:HI ya:HI selfi:EN master:EN,{reporter},{apne photo daalne se matlab hai reporter ho ya selfi master},{0.150},{0.700}
517,bahl s nagar gbn noida authority uncle ka acha timepass horaha hai wase uncle apne address ni bheja abitak mujhe,bahl:EN s:EN nagar:HI gbn:EN noida:EN authority:EN uncle:EN ka:HI acha:HI timepass:EN horaha:HI hai:HI wase:HI uncle:EN apne:HI address:EN ni:HI bheja:HI abitak:HI mujhe:HI,{authority},{acha timepass horaha hai},{0.200},{0.700}
518,com kisi fan ya aapko abuse kiya kya kisi player ke muh pe gaali di kya aapke bhai baap bhi gaali dete honge likhwa lo apne dosto ke saath,com:EN kisi:HI fan:EN ya:HI aapko:HI abuse:EN kiya:HI kya:HI kisi:HI player:EN ke:HI muh:HI pe:HI gaali:HI di:HI kya:HI aapke:HI bhai:HI baap:HI bhi:HI gaali:HI dete:HI honge:HI likhwa:HI lo:HI apne:HI dosto:HI ke:HI saath:HI,{player},{muh pe gaali di},{0.050},{0.850}
519,com kya chal raha hai ye tu bengal mein hindu khatam karke dar faila ke kya prove karna chahati hai teri politics ke chakkar mein gen0cide aur r ho rahe hain hinduon ke sharm aani chahiye tujhe apne aurat hone par mar jaa doob ke,com:EN kya:HI chal:HI raha:HI hai:HI ye:HI tu:HI bengal:HI mein:HI hindu:EN khatam:HI karke:HI dar:HI faila:HI ke:HI kya:HI prove:EN karna:HI chahati:HI hai:HI teri:HI politics:EN ke:HI chakkar:HI mein:HI gen0cide:HI aur:HI r:EN ho:HI rahe:HI hain:HI hinduon:EN ke:HI sharm:HI aani:HI chahiye:HI tujhe:HI apne:HI aurat:HI hone:HI par:HI mar:HI jaa:HI doob:HI ke:HI,{politics},{teri politics ke chakkar mein gen0cide aur r ho rahe hain},{0.193},{0.716}
520,pehle research kro jaake kisi bhi topic pe conment krne se pehle news channel dekh ke apne opinions mat banao kaun kya karta hai uske baare mein pata kro and uski respect kro,pehle:HI research:EN kro:HI jaake:HI kisi:HI bhi:HI topic:EN pe:HI conment:HI krne:HI se:HI pehle:HI news:EN channel:EN dekh:HI ke:HI apne:HI opinions:EN mat:HI banao:HI kaun:HI kya:HI karta:HI hai:HI uske:HI baare:HI mein:HI pata:HI kro:HI and:EN uski:HI respect:EN kro:HI,{research; opinions},{pehle research kro; news channel dekh ke apne opinions mat banao},{0.617; 0.414},{0.582; 0.481}
521,kri thi miss qk apne post ko like commnt nai kra,kri:EN thi:HI miss:EN qk:EN apne:HI post:EN ko:HI like:EN commnt:HI nai:HI kra:HI,{post},{miss qk apne post ko like commnt nai kra},{0.477},{0.462}
522,ma am please help me mai aap ko bahut dino se sms kar raha hu par shayad aap ne dekha he nahi please 1chance ma am meri hell kar do please mujhe kaam ki jarurat hai aap ke ek chote se help se mera career start ho gaye ga mai bhi apne ma papa ke liye kuch kar pauga,ma:HI am:EN please:EN help:EN me:EN mai:HI aap:HI ko:HI bahut:HI dino:HI se:HI sms:EN kar:HI raha:HI hu:HI par:HI shayad:HI aap:HI ne:HI dekha:HI he:HI nahi:HI please:EN 1chance:HI ma:HI am:EN meri:HI hell:EN kar:HI do:HI please:EN mujhe:HI kaam:HI ki:HI jarurat:HI hai:HI aap:HI ke:HI ek:HI chote:HI se:HI help:EN se:HI mera:HI career:EN start:EN ho:HI gaye:HI ga:HI mai:HI bhi:HI apne:HI ma:HI papa:EN ke:HI liye:HI kuch:HI kar:HI pauga:HI,{help; career},{please help me mai aap ko bahut dino se sms kar raha hu par shayad aap ne dekha he nahi; aap ke ek chote se help se mera career start ho gaye ga},{0.501; 0.649},{0.539; 0.644}
523,khangressiyo ko bologe ke kauwa kaan le gya to wo kaan nhi kauwe ko dekhnge tm virodh me doobe rho aur apne party ka aj hal dekh lo,khangressiyo:HI ko:HI bologe:HI ke:HI kauwa:EN kaan:HI le:HI gya:HI to:HI wo:HI kaan:HI nhi:HI kauwe:HI ko:HI dekhnge:HI tm:EN virodh:HI me:HI doobe:HI rho:HI aur:HI apne:HI party:EN ka:HI aj:HI hal:HI dekh:HI lo:HI,{party},{apne party ka aj hal dekh lo},{0.150},{0.700}
524,imran khan pml q ke hathoon yarghamaal he imran khan ku apne awar parayoon kee kam pehchan he aaj ferdus ashaq kal dr gel awar pher fayaz chuhaan kee baaree he,imran:HI khan:EN pml:EN q:EN ke:HI hathoon:HI yarghamaal:HI he:HI imran:HI khan:EN ku:EN apne:HI awar:EN parayoon:HI kee:HI kam:HI pehchan:HI he:HI aaj:HI ferdus:HI ashaq:HI kal:HI dr:EN gel:EN awar:EN pher:HI fayaz:HI chuhaan:HI kee:HI baaree:HI he:HI,{imran khan},{pml q ke hathoon yarghamaal he imran khan ku apne awar parayoon kee kam pehchan he},{0.446},{0.521}
525,apne logo m ekta b nhi h,apne:HI logo:EN m:EN ekta:HI b:EN nhi:HI h:EN,{logo},{ekta b nhi h},{0.100},{0.550}
526,uzair im in defence of ashwani sir not this nonsense maine bola kya ok hai ya naheen apne man se rai ka pahaad khada kar liya,uzair:EN im:EN in:EN defence:EN of:EN ashwani:HI sir:EN not:EN this:EN nonsense:EN maine:HI bola:HI kya:HI ok:EN hai:HI ya:HI naheen:EN apne:HI man:HI se:HI rai:HI ka:HI pahaad:HI khada:HI kar:HI liya:HI,{defence; rai ka pahaad},{in defence of ashwani sir not this nonsense; apne man se rai ka pahaad khada kar liya},{0.432; 0.200},{0.541; 0.700}
527,arya that line amazed that inspiration kisse lete ho apne ap se wow,arya:HI that:EN line:EN amazed:EN that:EN inspiration:EN kisse:HI lete:HI ho:HI apne:HI ap:HI se:HI wow:EN,{line},{amazed that inspiration kisse lete ho apne ap se wow},{0.806},{0.675}
528,dekh bhal wse tum hmare bhai ho lekin jb sruwat tum kroge to ham bi chup na rhne wale ham lahor bus le kr gay tum kargil me aa gay kya mila dil chota na kr bas apne walo ko samja ki ase koe harket na kre ki ajay sir ko fir asi movie bnani pde jai hind,dekh:HI bhal:HI wse:HI tum:HI hmare:HI bhai:HI ho:HI lekin:HI jb:EN sruwat:HI tum:HI kroge:HI to:HI ham:HI bi:EN chup:HI na:HI rhne:HI wale:HI ham:HI lahor:EN bus:EN le:HI kr:EN gay:EN tum:HI kargil:HI me:HI aa:HI gay:EN kya:HI mila:HI dil:HI chota:HI na:HI kr:EN bas:HI apne:HI walo:HI ko:HI samja:HI ki:HI ase:HI koe:HI harket:EN na:HI kre:HI ki:HI ajay:HI sir:EN ko:HI fir:HI asi:HI movie:EN bnani:HI pde:HI jai:HI hind:EN,{movie},{asi movie bnani pde},{0.646},{0.480}
529,behen apne season me dhyaan do kahi pehle hi week me evict na ho jao rubinadilaik rubiholics rubina iia7rubinadilaik ardh,behen:HI apne:HI season:EN me:HI dhyaan:HI do:EN kahi:HI pehle:HI hi:HI week:EN me:HI evict:EN na:HI ho:HI jao:HI rubinadilaik:HI rubiholics:HI rubina:EN iia7rubinadilaik:HI ardh:EN,{season},{dhyaan do kahi pehle hi week me evict na ho jao},{0.382},{0.626}
530,aajao 1v1 phir mai bhi apne yt pe dalunga this girl call me noob wali videos bhaisab views hi views honge,aajao:HI 1v1:HI phir:HI mai:HI bhi:HI apne:HI yt:EN pe:HI dalunga:HI this:EN girl:EN call:EN me:EN noob:EN wali:HI videos:EN bhaisab:HI views:EN hi:HI views:EN honge:HI,{videos},{bhaisab views hi views honge},{0.817},{0.773}
531,sid ke fans hi bhut hain sid ko pyaar dene ke liye tum apne nalle ki tension lo kahi twitter per aana band naa kar de,sid:EN ke:HI fans:EN hi:HI bhut:HI hain:HI sid:EN ko:HI pyaar:HI dene:HI ke:HI liye:HI tum:HI apne:HI nalle:EN ki:HI tension:EN lo:HI kahi:HI twitter:EN per:HI aana:HI band:HI naa:HI kar:HI de:HI,{fans; nalle},{bhut hain sid ko pyaar dene ke liye; tension lo kahi twitter per aana band naa kar de},{0.850; 0.317},{0.600; 0.769}
532,beta has denied her entry agr apne asli roop main jati gaaliyaan deti to shayad beta dar k enter hone deta,beta:HI has:EN denied:EN her:EN entry:EN agr:HI apne:HI asli:HI roop:HI main:HI jati:HI gaaliyaan:HI deti:HI to:HI shayad:HI beta:HI dar:HI k:HI enter:EN hone:HI deta:HI,{beta},{denied her entry},{0.360},{0.489}
533,august month me jo sl hit hai daily 4 din woh toh daalo apne fake perfomance sheet pat,august:EN month:EN me:HI jo:HI sl:EN hit:EN hai:HI daily:EN 4:EN din:HI woh:HI toh:HI daalo:HI apne:HI fake:EN perfomance:EN sheet:EN pat:EN,{perfomance sheet},{fake perfomance sheet pat},{0.205},{0.534}
534,dhuup nikalti hain apne saath subah mein roshnii laati hui haryali phuul pattiyaan khilte hain phuulon pe birds butterflies baithti hain rang birangi titiliyaan fly karti rehti hain uparwale ne dharti kitni pyaari banayi hain dekhiye nature ne phuulon ko kitna pyaara,dhuup:HI nikalti:HI hain:HI apne:HI saath:HI subah:HI mein:HI roshnii:HI laati:HI hui:HI haryali:EN phuul:HI pattiyaan:HI khilte:EN hain:HI phuulon:HI pe:HI birds:EN butterflies:EN baithti:HI hain:HI rang:EN birangi:EN titiliyaan:HI fly:EN karti:HI rehti:HI hain:HI uparwale:HI ne:HI dharti:HI kitni:HI pyaari:HI banayi:HI hain:HI dekhiye:HI nature:EN ne:HI phuulon:HI ko:HI kitna:HI pyaara:HI,{dhuup; haryali; phuulon; titiliyaan; dharti; nature},{apne saath subah mein roshnii laati hui; phuul pattiyaan khilte hain; birds butterflies baithti hain; rang birangi fly karti rehti hain; kitni pyaari banayi hain; phuulon ko kitna pyaara},{0.675; 0.900; 0.857; 0.779; 0.950; 0.920},{0.469; 0.400; 0.692; 0.727; 0.600; 0.550}
535,seriously is tarh se apne image bana and politics me ana bht bdi baat h being bahijan and a lady it s too difficult to stand in this weak mentality society everyone should respect her as an human,seriously:EN is:EN tarh:HI se:HI apne:HI image:EN bana:HI and:EN politics:EN me:HI ana:HI bht:EN bdi:HI baat:HI h:EN being:EN bahijan:HI and:EN a:EN lady:EN it:EN s:EN too:EN difficult:EN to:EN stand:EN in:EN this:EN weak:EN mentality:EN society:EN everyone:EN should:EN respect:EN her:EN as:EN an:EN human:EN,{image; politics; society},{is tarh se apne image bana and politics me ana bht bdi baat h; politics me ana bht bdi baat h being bahijan and a lady it s too difficult; weak mentality society},{0.669; 0.641; 0.361},{0.557; 0.616; 0.512}
536,nacha bajana apne bhai logo ke pocket bharana mast khela hochhe,nacha:EN bajana:HI apne:HI bhai:HI logo:EN ke:HI pocket:EN bharana:HI mast:EN khela:HI hochhe:HI,{khela},{mast khela hochhe},{0.200},{0.700}
537,mujhe nahi lagta ki aap koi generalist ho ya india ke bare mein kuchh janti ho appko shayad sirf india ki burai karne ki salary di jati hai kuchh apne senior logo se he seekh lo pakistan her field mein india se bahut peechhe hai,mujhe:HI nahi:HI lagta:HI ki:HI aap:HI koi:HI generalist:EN ho:HI ya:HI india:EN ke:HI bare:HI mein:HI kuchh:HI janti:HI ho:HI appko:HI shayad:HI sirf:HI india:EN ki:HI burai:HI karne:HI ki:HI salary:EN di:HI jati:HI hai:HI kuchh:HI apne:HI senior:EN logo:EN se:HI he:HI seekh:HI lo:HI pakistan:EN her:EN field:EN mein:HI india:EN se:HI bahut:HI peechhe:HI hai:HI,{india},{pakistan her field mein india se bahut peechhe hai},{0.635},{0.504}
538,kal phone poora time haath mein rhega apne koi risk nahin lene ka apne ko jimin ka live miss nahin krna hai ekdm bhi,kal:HI phone:EN poora:HI time:EN haath:HI mein:HI rhega:HI apne:HI koi:HI risk:EN nahin:HI lene:HI ka:HI apne:HI ko:HI jimin:EN ka:HI live:EN miss:EN nahin:HI krna:HI hai:HI ekdm:HI bhi:HI,{phone; live},{poora time haath mein rhega apne koi risk nahin lene ka; miss nahin krna hai ekdm bhi},{0.574; 0.712},{0.582; 0.645}
539,how did u decide that i haven t done khud hi apne narratives banti ho tum ring master and y shld i believe u that u hv done tumne scuba karne ka aur underwater phobia nalle ko hai ya nhi iska kya connection hai rahulvaidya,how:EN did:EN u:EN decide:EN that:EN i:EN haven:EN t:EN done:EN khud:HI hi:HI apne:HI narratives:EN banti:HI ho:HI tum:HI ring:EN master:EN and:EN y:EN shld:EN i:EN believe:EN u:EN that:EN u:EN hv:EN done:EN tumne:HI scuba:EN karne:HI ka:HI aur:HI underwater:EN phobia:EN nalle:EN ko:HI hai:HI ya:HI nhi:HI iska:HI kya:HI connection:EN hai:HI rahulvaidya:HI,{narratives; scuba},{khud hi apne narratives banti ho; scuba karne ka aur underwater phobia nalle ko hai ya nhi},{0.542; 0.278},{0.698; 0.628}
540,zain apne baby ka nunu ko apne ma ke andar daal wese bhi tum logo mai ye chlta h,zain:HI apne:HI baby:EN ka:HI nunu:EN ko:HI apne:HI ma:HI ke:HI andar:HI daal:HI wese:HI bhi:HI tum:HI logo:EN mai:HI ye:HI chlta:HI h:EN,{nunu},{apne ma ke andar daal},{0.050},{0.850}
541,guru present mein rehkar apne views rakh pao na toh aya karo comments karne qki ye past ka rona toh hum khub sunte hain par wo justification nhi h aj jo injustice horha h aj uska two wrongs don t make a right,guru:HI present:EN mein:HI rehkar:HI apne:HI views:EN rakh:HI pao:HI na:HI toh:HI aya:HI karo:HI comments:EN karne:HI qki:HI ye:HI past:EN ka:HI rona:HI toh:HI hum:HI khub:HI sunte:HI hain:HI par:HI wo:HI justification:EN nhi:HI h:EN aj:HI jo:HI injustice:EN horha:HI h:EN aj:HI uska:HI two:EN wrongs:EN don:EN t:EN make:EN a:EN right:EN,{views; comments; justification},{present mein rehkar apne views rakh pao na toh aya karo comments karne; present mein rehkar apne views rakh pao na toh aya karo comments karne; past ka rona toh hum khub sunte hain par wo justification nhi h aj jo injustice horha h},{0.481; 0.456; 0.330},{0.531; 0.506; 0.629}
